Name,Terrain,Type,Host Feature,Latitude,Longitude_180,Longitude_360,Funnel Max Diam,Funnel Min Diam,Inner Max Diam,Inner Min Diam,Azimuth,Depth,Depth_Num,Depth1,Depth2,Depth3,Image 1,Image 1 Line,Image 1 Sample,Inc 1,Em 1,Time 1,Res 1,Image 2,Inc 2,Em 2,Time 2,Res 2,Image 3,Inc 3,Em 3,Time 3,Res 3,Stereo IDs,DTM,Other Useful Images,Warnings,Description,Entrance Ramp?,Overhangs?,Nearby Pits?,Nearby Fractures?,Nearby Depressions?,In Dome?,Beside Dome?,In Depression?,Colinear Pits?,Colinear depressions?,Colinear Fractures?
King 5,Impact Melt,,King,6.3371,119.8005,119.8005,23,20,16,13,180,7,7,6,9.6,5.3,M154453455R,12902,1675,-16.06,-0.67,13.02,0.6,M1181692437R,32.35,1.64,9.88,1.23,M182745931L,-48.3,1.59,15.21,1.27,"M136762839L,M136756054L",NAC_DTM_KINGCRATER3,,Depth 1 is very high-Sun.,"Semicircular pit in SW end of PRF.  Does not appear to have any collapsed walls.  No significant overhang to the east, no view to west. Floor is definitely lower than terrain around the PRF.  There is a pair of fractures in a PRF ~70m S, at the north end of a string of subtle depressions running NNW-SSE",N,N?,N,N?,Y,Y,Y,N,N,N,N
King 6,Impact Melt,,King,6.2776,119.7247,119.7247,10,10,7,6,180,7,7,7.7,9.4,4.7,M154453455L,10078,2765,-15.97,1.57,13.02,0.6,M172133732R,10.07,0.08,11.57,0.62,M1135766659R,28.96,1.38,10.12,1.17,"M143839277L,M143832493L",NAC_DTM_KINGCRATER4,,,"Circular pit, possibly in a very subtle PRF. There are several other pits in the area: A ~10x1m fracture/pit 21m W (and a few more linear features going SSW from there); a diamond-shaped ~5x3m pit 125m NE, and a pair of pits (4x4m and 3x3m, 4m apart) 130m N.",N,?,Y,Y,Y,Y?,N,N,N,N,N
King 7,Impact Melt,,King,6.467,119.7378,119.7378,16,15,14,11,35,8,8,7.8,6.7,8.4,M1135766659R,23001,2274,28.99,1.06,10.12,1.17,M182745931L,-48.25,2.54,15.21,1.28,M113168034R,47.51,1.06,8.87,0.62,"M136762839L,M136756054L",NAC_DTM_KINGCRATER3,,,Irregular pit near the base of a PRF.  A few 1-2m boulders on the floor.  Generally pretty unremarkable. A couple <5m pits(?) ~120 and ~230m N.,N,?,Y,Y?,Y,Y,N,N,N,N,N
King 8a,Impact Melt,,King,6.4369,119.8329,119.8329,15,14,12,10,35,8,8,9,8.3,7.4,M141478563R,18595,1027,14.16,0.28,11.22,0.61,M154453455R,-16.12,-1.59,13.03,0.6,M1135766659L,28.89,-0.41,10.13,1.18,"M123791947R,M123785162R",NAC_DTM_KINGCRATER3,,Depths 1 and 2 are from very high Sun,"Square pit, largest of three pits and several other collapse features on a large PRF.  King 8b is 15m SE, and King 86 is ~120m N.  There is a pair of ~3-4m pits ~45m NW.  There are several short (~30-40m) fractures/strings of tiny collapses in the area, both on and off the PRF.",N,?,Y,Y,Y,Y,N,N,N?,N,N
King 8b,Impact Melt,,King,6.4365,119.8335,119.8335,8,8,6,6,5,17,17,15.1,18.7,17.5,M141478563R,18613,996,14.16,0.26,11.22,0.61,M1164027461R,7.59,2.28,11.94,1.17,M108447638L,-10.99,1.55,12.51,0.56,"M123791947R,M123785162R",NAC_DTM_KINGCRATER3,M154453455R,All depths are from very high Sun,"Small irregular pit 15m SE of King 8a.  Extremely deep- floor is only visible in highest-Sun images.  Sun direction and shadow shape in M108447638L suggest that a protrusion on the NW rim is an overhang, as sunlight appears to pass under it.",N,Y?,Y,Y,Y,Y,N,N,N?,N,N
King 8c,Impact Melt,,King,6.4412,119.8331,119.8331,12,7,7,5,155,5,5,4.8,5.5,6,M141478563R,18388,1013,14.16,0.27,11.22,0.61,M154453455R,-16.12,-1.6,13.03,0.6,M185104801R,-20.89,-1.81,13.36,1.27,"M123791947R,M123785162R",NAC_DTM_KINGCRATER3,,All depths are from very high Sun,"Irregular/elliptical pit in a PRF, ~120m N of King 8a.",N,?,Y,Y,Y,Y,N,N,N?,N,N
King 9a,Impact Melt,,King,6.2281,119.5237,119.5237,41,15,22,11,150,4,4,3.9,4,4,M1098065892L,24624,4656,-51.57,0.44,15.41,1.22,M1115747668R,-24.27,-0.07,13.59,1.2,M1153439131R,58.72,1.71,8.1,1.28,"M134408351R,M134401565R",,,,"Long, narrow pit ~75m N of a large (90m-wide) ""ripple"" in the melt sheet.  King 9b is ~60m E.  S end of floor may be higher than N end, and has ramp to surface at S end.  There are a pair of small dark spots, probably pits/collapses just S of the S end of the pit.  No other collapse features in the area.",Y?,?,Y,N,Y?,Y?,N,N,N,N,N
King 9b,Impact Melt,,King,6.2281,119.5214,119.5214,10,9,8,7,135,6,6,3.1,4.2,9.6,M121430378L,24178,153,-36.23,1.46,14.4,0.57,M1105138378L,30.73,-2.79,10,1.21,M187463709L,8.89,-0.37,11.5,1.26,"M134408351R,M134401565R",,,,"Round pit.  Appears to have a deeper 7x2m inner pit running NW-SE, but resolution limits make this hard to confirm- it may just be a shadow from an outcrop on the W wall.",N,?,Y,N,Y?,N,Y?,N,N,N,N
King 10,Impact Melt,,King,6.2504,119.5464,119.5464,25,18,15,13,55,6,6,5.2,5.9,6.9,M121430378L,25326,1353,-36.26,0.69,14.4,0.57,M1098065892R,-51.59,0.11,15.41,1.21,M1115747668R,-24.3,-0.36,13.59,1.19,"M1153446250R,M1153432010L",,,,Rectangular pit in a set of NW-SE trending narrow linear depressions.  Floor slopes from surface at N corner to lowest point at SW wall.  A few 0.5-2m boulders near the walls.,Y,?,N,Y,Y,N,N,N,N,N,Y
King 11a,Impact Melt,,King,6.4593,120.0017,120.0017,32,28,29,26,100,7,7,6.6,5.3,7.9,M1138120053R,16995,4448,56.36,2.37,8.26,1.18,M182745931R,-48.51,-1.3,15.23,1.27,M1120456952R,32.24,0.96,9.88,1.17,"M128509025L,M128502237L",NAC_DTM_KINGCRATER2,"M128509025R,U3_0988_M1120456952R",,"Circular pit with rounded-looking floor, southern of a pair of pits. E wall appears higher than W, W wall appears to have several blocks calving off. King 11b is ~20m N.  There is a fracture system running E-W ~80m N, and a PRF (with moat) ~70m SE.",N,?,Y,Y,Y?,N,Y,N,N,N,N
King 11b,Impact Melt,,King,6.4604,120.0023,120.0023,15,14,12,7,55,4,4,3.7,3.5,5.6,M1138120053R,16967,4430,56.36,2.36,8.26,1.18,M182745931R,-48.51,-1.31,15.23,1.27,M1120456952R,32.24,0.95,9.88,1.17,"M128509025L,M128502237L",NAC_DTM_KINGCRATER2,"M128509025R,U3_0988_M1120456952R",,"Rectangular pit.  N/NE wall is a slope to the S end- if connected to King 11a, it's a perfect entrance ramp. No visible boulders on floor.",Y,?,Y,Y,Y?,N,N,N,N,N,N
King 12,Impact Melt,,King,6.2487,119.7506,119.7506,33,24,26,22,165,7,7,5.8,5.5,9.2,M182745931L,19792,1703,-48.25,2.28,15.21,1.27,M106088433L,-35.09,1.34,14.29,1.29,M185104801R,-20.77,-0.69,13.35,1.26,"M143839277L,M143832493L",NAC_DTM_KINGCRATER3,,,"Elliptical pit near the top of a PRF.  S wall is a ramp to the floor.  N side of floor is a pile of 0.5-3m boulders.  Definitely no overhang on the E side; 1-2m overhang on W, but back wall may be visible.  There's a similar-diameter but very shallow depression 13m W at the edge of the PRF that, is low-Sun lighting from the E, looks like it could be separated by a bridge.  It is not.  There are pits ~300m NW and ~280m W.",Y,Y,Y,N,Y,Y,N,N,N,N,N
King 13a,Impact Melt,,King,6.2538,119.7626,119.7626,28,21,22,15,70,8,8,11.5,7,6.5,M154453455L,8958,4694,-16,0.43,13.02,0.6,M106088433L,-35.11,1.16,14.29,1.29,M182745931L,-48.26,2.11,15.21,1.27,"M143839277L,M143832493L",NAC_DTM_KINGCRATER3,,"Depth 1 is very high-Sun, other depths are to part-way up ramp.","Southern and larger of two pits in a PRF.  King 13b is ~40m NW.  The E (uphill) wall of this PRF is a ramp to the W wall.  There is a NNW-SSE trending linear depression/fracture roughly in line with both King 13 pits, although 13a is slightly off to one side.",Y,?,Y,Y?,Y,Y,N,N,Y,Y,Y?
King 13b,Impact Melt,,King,6.2551,119.7615,119.7615,10,8,7,5,165,7,7,>5.2,6.8,7.4,M154453455L,9021,4640,-15.99,0.46,13.02,0.6,M141478563R,14.12,2.4,11.21,0.61,M172133732L,10.03,-1.02,11.57,0.62,"M143839277L,M143832493L",NAC_DTM_KINGCRATER3,,"All depths are very high-Sun, especially depth 3.  Depth 1 is from shelf on W wall, depths 2 and 3 may be to shelf on W wall, or may be minimums.","Northern pit of the King 13 pair, on the NW side of the PRF.  Does not have an unambiguously-visible floor in any image, even the noontime M172133732L, although there may be a ledge on the W wall ~5m down, leaving a ~6x2m inner pit.  There is a similar-diameter depression 14m W at the base of the PRF, although its only vertical wall is the PRF-ward one.",N,?,Y,Y?,Y,Y,N,N,Y,Y,Y?
